pair_or_transition,first,second,count,draw_support_pct
14-40,14,40,6,1.5075
14-50,14,50,6,1.5075
14-51,14,51,6,1.5075
17-30,17,30,6,1.5075
17-35,17,35,6,1.5075
17-50,17,50,6,1.5075
18-57,18,57,6,1.5075
18-58,18,58,6,1.5075
19-22,19,22,6,1.5075
19-57,19,57,6,1.5075
20-22,20,22,6,1.5075
20-49,20,49,6,1.5075
20-55,20,55,6,1.5075
21-47,21,47,6,1.5075
21-52,21,52,6,1.5075
22-25,22,25,6,1.5075
22-36,22,36,6,1.5075
22-40,22,40,6,1.5075
22-45,22,45,6,1.5075
22-47,22,47,6,1.5075
22-57,22,57,6,1.5075
23-31,23,31,6,1.5075
23-57,23,57,6,1.5075
24-36,24,36,6,1.5075
24-45,24,45,6,1.5075
25-31,25,31,6,1.5075
25-36,25,36,6,1.5075
25-58,25,58,6,1.5075
26-27,26,27,6,1.5075
26-36,26,36,6,1.5075
26-58,26,58,6,1.5075
28-46,28,46,6,1.5075
28-49,28,49,6,1.5075
28-50,28,50,6,1.5075
28-51,28,51,6,1.5075
28-55,28,55,6,1.5075
28-56,28,56,6,1.5075
29-35,29,35,6,1.5075
29-40,29,40,6,1.5075
29-44,29,44,6,1.5075
29-50,29,50,6,1.5075
30-43,30,43,6,1.5075
30-47,30,47,6,1.5075
31-35,31,35,6,1.5075
31-47,31,47,6,1.5075
31-54,31,54,6,1.5075
33-38,33,38,6,1.5075
33-40,33,40,6,1.5075
33-41,33,41,6,1.5075
34-37,34,37,6,1.5075
34-48,34,48,6,1.5075
35-43,35,43,6,1.5075
35-45,35,45,6,1.5075
35-58,35,58,6,1.5075
36-47,36,47,6,1.5075
36-55,36,55,6,1.5075
36-56,36,56,6,1.5075
37-43,37,43,6,1.5075
37-50,37,50,6,1.5075
37-51,37,51,6,1.5075
38-41,38,41,6,1.5075
39-50,39,50,6,1.5075
39-57,39,57,6,1.5075
40-41,40,41,6,1.5075
40-50,40,50,6,1.5075
41-56,41,56,6,1.5075
41-58,41,58,6,1.5075
42-56,42,56,6,1.5075
43-50,43,50,6,1.5075
44-45,44,45,6,1.5075
44-58,44,58,6,1.5075
45-56,45,56,6,1.5075
48-56,48,56,6,1.5075
50-51,50,51,6,1.5075
51-56,51,56,6,1.5075
51-57,51,57,6,1.5075
56-58,56,58,6,1.5075
01-04,01,04,5,1.2563
01-08,01,08,5,1.2563
01-14,01,14,5,1.2563
01-16,01,16,5,1.2563
01-24,01,24,5,1.2563
01-26,01,26,5,1.2563
01-30,01,30,5,1.2563
01-34,01,34,5,1.2563
01-40,01,40,5,1.2563
01-46,01,46,5,1.2563
01-56,01,56,5,1.2563
01-57,01,57,5,1.2563
01-58,01,58,5,1.2563
02-08,02,08,5,1.2563
02-17,02,17,5,1.2563
02-24,02,24,5,1.2563
02-33,02,33,5,1.2563
02-42,02,42,5,1.2563
02-44,02,44,5,1.2563
02-47,02,47,5,1.2563
02-51,02,51,5,1.2563
02-54,02,54,5,1.2563
02-55,02,55,5,1.2563
02-57,02,57,5,1.2563
03-13,03,13,5,1.2563
03-43,03,43,5,1.2563
03-58,03,58,5,1.2563
04-14,04,14,5,1.2563
04-17,04,17,5,1.2563
04-22,04,22,5,1.2563
04-28,04,28,5,1.2563
04-39,04,39,5,1.2563
04-40,04,40,5,1.2563
04-51,04,51,5,1.2563
05-07,05,07,5,1.2563
05-10,05,10,5,1.2563
05-11,05,11,5,1.2563
05-16,05,16,5,1.2563
05-18,05,18,5,1.2563
05-22,05,22,5,1.2563
05-23,05,23,5,1.2563
05-25,05,25,5,1.2563
05-26,05,26,5,1.2563
05-35,05,35,5,1.2563
05-43,05,43,5,1.2563
05-44,05,44,5,1.2563
05-50,05,50,5,1.2563
05-51,05,51,5,1.2563
05-52,05,52,5,1.2563
05-56,05,56,5,1.2563
06-13,06,13,5,1.2563
06-25,06,25,5,1.2563
06-41,06,41,5,1.2563
06-43,06,43,5,1.2563
06-50,06,50,5,1.2563
07-27,07,27,5,1.2563
07-52,07,52,5,1.2563
07-58,07,58,5,1.2563
08-11,08,11,5,1.2563
08-21,08,21,5,1.2563
08-22,08,22,5,1.2563
08-30,08,30,5,1.2563
08-36,08,36,5,1.2563
08-42,08,42,5,1.2563
09-11,09,11,5,1.2563
09-22,09,22,5,1.2563
09-29,09,29,5,1.2563
09-31,09,31,5,1.2563
09-38,09,38,5,1.2563
09-53,09,53,5,1.2563
10-17,10,17,5,1.2563
10-32,10,32,5,1.2563
10-41,10,41,5,1.2563
10-43,10,43,5,1.2563
11-29,11,29,5,1.2563
11-30,11,30,5,1.2563
11-40,11,40,5,1.2563
11-50,11,50,5,1.2563
11-53,11,53,5,1.2563
12-18,12,18,5,1.2563
12-23,12,23,5,1.2563
12-30,12,30,5,1.2563
12-31,12,31,5,1.2563
12-43,12,43,5,1.2563
12-44,12,44,5,1.2563
12-54,12,54,5,1.2563
12-57,12,57,5,1.2563
13-26,13,26,5,1.2563
13-33,13,33,5,1.2563
13-41,13,41,5,1.2563
13-47,13,47,5,1.2563
13-49,13,49,5,1.2563
13-58,13,58,5,1.2563
14-17,14,17,5,1.2563
14-33,14,33,5,1.2563
14-37,14,37,5,1.2563
14-48,14,48,5,1.2563
14-49,14,49,5,1.2563
15-36,15,36,5,1.2563
15-45,15,45,5,1.2563
15-52,15,52,5,1.2563
16-38,16,38,5,1.2563
16-45,16,45,5,1.2563
16-47,16,47,5,1.2563
16-57,16,57,5,1.2563
17-20,17,20,5,1.2563
17-22,17,22,5,1.2563
17-34,17,34,5,1.2563
17-36,17,36,5,1.2563
17-55,17,55,5,1.2563
18-19,18,19,5,1.2563
18-28,18,28,5,1.2563
18-40,18,40,5,1.2563
18-44,18,44,5,1.2563
18-51,18,51,5,1.2563
18-52,18,52,5,1.2563
19-31,19,31,5,1.2563
19-37,19,37,5,1.2563
19-41,19,41,5,1.2563
19-47,19,47,5,1.2563
19-49,19,49,5,1.2563
19-51,19,51,5,1.2563
19-54,19,54,5,1.2563
20-23,20,23,5,1.2563
20-26,20,26,5,1.2563
20-36,20,36,5,1.2563
20-40,20,40,5,1.2563
20-45,20,45,5,1.2563
20-46,20,46,5,1.2563
20-50,20,50,5,1.2563
20-51,20,51,5,1.2563
20-58,20,58,5,1.2563
21-25,21,25,5,1.2563
21-37,21,37,5,1.2563
21-40,21,40,5,1.2563
21-51,21,51,5,1.2563
22-30,22,30,5,1.2563
22-39,22,39,5,1.2563
22-43,22,43,5,1.2563
22-44,22,44,5,1.2563
22-49,22,49,5,1.2563
24-27,24,27,5,1.2563
24-34,24,34,5,1.2563
24-40,24,40,5,1.2563
24-52,24,52,5,1.2563
24-57,24,57,5,1.2563
25-29,25,29,5,1.2563
25-37,25,37,5,1.2563
25-40,25,40,5,1.2563
25-43,25,43,5,1.2563
25-49,25,49,5,1.2563
25-50,25,50,5,1.2563
26-31,26,31,5,1.2563
26-41,26,41,5,1.2563
26-52,26,52,5,1.2563
27-30,27,30,5,1.2563
27-45,27,45,5,1.2563
27-46,27,46,5,1.2563
27-49,27,49,5,1.2563
27-56,27,56,5,1.2563
28-33,28,33,5,1.2563
28-34,28,34,5,1.2563
28-48,28,48,5,1.2563
28-52,28,52,5,1.2563
29-31,29,31,5,1.2563
29-43,29,43,5,1.2563
29-52,29,52,5,1.2563
29-56,29,56,5,1.2563
29-57,29,57,5,1.2563
30-33,30,33,5,1.2563
30-37,30,37,5,1.2563
30-40,30,40,5,1.2563
30-48,30,48,5,1.2563
30-49,30,49,5,1.2563
30-51,30,51,5,1.2563
30-54,30,54,5,1.2563
30-56,30,56,5,1.2563
31-32,31,32,5,1.2563
31-36,31,36,5,1.2563
31-48,31,48,5,1.2563
31-52,31,52,5,1.2563
32-41,32,41,5,1.2563
32-51,32,51,5,1.2563
33-47,33,47,5,1.2563
33-48,33,48,5,1.2563
33-49,33,49,5,1.2563
34-41,34,41,5,1.2563
34-47,34,47,5,1.2563
34-49,34,49,5,1.2563
34-55,34,55,5,1.2563
35-42,35,42,5,1.2563
35-51,35,51,5,1.2563
35-54,35,54,5,1.2563
36-42,36,42,5,1.2563
36-46,36,46,5,1.2563
36-50,36,50,5,1.2563
36-52,36,52,5,1.2563
37-39,37,39,5,1.2563
37-42,37,42,5,1.2563
37-48,37,48,5,1.2563
37-57,37,57,5,1.2563
38-42,38,42,5,1.2563
38-47,38,47,5,1.2563
38-48,38,48,5,1.2563
38-52,38,52,5,1.2563
39-49,39,49,5,1.2563
40-46,40,46,5,1.2563
40-47,40,47,5,1.2563
41-46,41,46,5,1.2563
41-47,41,47,5,1.2563
41-48,41,48,5,1.2563
41-49,41,49,5,1.2563
41-51,41,51,5,1.2563
41-52,41,52,5,1.2563
42-43,42,43,5,1.2563
42-49,42,49,5,1.2563
42-52,42,52,5,1.2563
43-49,43,49,5,1.2563
43-54,43,54,5,1.2563
43-58,43,58,5,1.2563
44-53,44,53,5,1.2563
45-50,45,50,5,1.2563
45-51,45,51,5,1.2563
45-57,45,57,5,1.2563
47-57,47,57,5,1.2563
48-54,48,54,5,1.2563
49-51,49,51,5,1.2563
49-54,49,54,5,1.2563
51-53,51,53,5,1.2563
52-56,52,56,5,1.2563
53-58,53,58,5,1.2563
54-57,54,57,5,1.2563
01-03,01,03,4,1.005
01-09,01,09,4,1.005
01-17,01,17,4,1.005
01-20,01,20,4,1.005
01-27,01,27,4,1.005
01-33,01,33,4,1.005
01-45,01,45,4,1.005
01-48,01,48,4,1.005
02-04,02,04,4,1.005
02-05,02,05,4,1.005
02-07,02,07,4,1.005
02-09,02,09,4,1.005
02-12,02,12,4,1.005
02-15,02,15,4,1.005
02-18,02,18,4,1.005
02-19,02,19,4,1.005
02-34,02,34,4,1.005
02-35,02,35,4,1.005
02-37,02,37,4,1.005
02-38,02,38,4,1.005
02-48,02,48,4,1.005
02-49,02,49,4,1.005
02-50,02,50,4,1.005
02-52,02,52,4,1.005
02-58,02,58,4,1.005
03-05,03,05,4,1.005
03-10,03,10,4,1.005
03-28,03,28,4,1.005
03-36,03,36,4,1.005
03-42,03,42,4,1.005
03-44,03,44,4,1.005
03-56,03,56,4,1.005
04-06,04,06,4,1.005
04-16,04,16,4,1.005
04-24,04,24,4,1.005
04-35,04,35,4,1.005
04-43,04,43,4,1.005
04-46,04,46,4,1.005
04-47,04,47,4,1.005
04-50,04,50,4,1.005
04-54,04,54,4,1.005
04-55,04,55,4,1.005
05-17,05,17,4,1.005
05-19,05,19,4,1.005
05-34,05,34,4,1.005
06-12,06,12,4,1.005
06-17,06,17,4,1.005
06-20,06,20,4,1.005
06-26,06,26,4,1.005
06-30,06,30,4,1.005
06-32,06,32,4,1.005
06-34,06,34,4,1.005
06-37,06,37,4,1.005
06-54,06,54,4,1.005
07-14,07,14,4,1.005
07-15,07,15,4,1.005
07-17,07,17,4,1.005
07-24,07,24,4,1.005
07-28,07,28,4,1.005
07-32,07,32,4,1.005
07-34,07,34,4,1.005
07-35,07,35,4,1.005
07-40,07,40,4,1.005
07-46,07,46,4,1.005
07-48,07,48,4,1.005
07-50,07,50,4,1.005
07-51,07,51,4,1.005
07-54,07,54,4,1.005
07-56,07,56,4,1.005
08-20,08,20,4,1.005
08-26,08,26,4,1.005
08-33,08,33,4,1.005
08-43,08,43,4,1.005
08-44,08,44,4,1.005
08-45,08,45,4,1.005
08-49,08,49,4,1.005
08-50,08,50,4,1.005
08-55,08,55,4,1.005
08-58,08,58,4,1.005
09-10,09,10,4,1.005
09-16,09,16,4,1.005
09-23,09,23,4,1.005
09-25,09,25,4,1.005
09-30,09,30,4,1.005
09-32,09,32,4,1.005
09-33,09,33,4,1.005
09-40,09,40,4,1.005
09-41,09,41,4,1.005
09-45,09,45,4,1.005
09-52,09,52,4,1.005
09-56,09,56,4,1.005
10-12,10,12,4,1.005
10-14,10,14,4,1.005
10-34,10,34,4,1.005
10-47,10,47,4,1.005
10-54,10,54,4,1.005
10-55,10,55,4,1.005
11-14,11,14,4,1.005
11-16,11,16,4,1.005
11-17,11,17,4,1.005
11-21,11,21,4,1.005
11-25,11,25,4,1.005
11-33,11,33,4,1.005
11-35,11,35,4,1.005
11-52,11,52,4,1.005
11-54,11,54,4,1.005
11-58,11,58,4,1.005
12-13,12,13,4,1.005
12-17,12,17,4,1.005
12-25,12,25,4,1.005
12-32,12,32,4,1.005
12-36,12,36,4,1.005
12-40,12,40,4,1.005
12-46,12,46,4,1.005
12-50,12,50,4,1.005
12-51,12,51,4,1.005
12-55,12,55,4,1.005
13-20,13,20,4,1.005
13-24,13,24,4,1.005
13-25,13,25,4,1.005
13-27,13,27,4,1.005
13-38,13,38,4,1.005
13-43,13,43,4,1.005
13-45,13,45,4,1.005
13-48,13,48,4,1.005
13-51,13,51,4,1.005
13-55,13,55,4,1.005
13-57,13,57,4,1.005
14-15,14,15,4,1.005
14-19,14,19,4,1.005
14-21,14,21,4,1.005
14-29,14,29,4,1.005
14-34,14,34,4,1.005
14-35,14,35,4,1.005
14-36,14,36,4,1.005
14-57,14,57,4,1.005
15-16,15,16,4,1.005
15-19,15,19,4,1.005
15-29,15,29,4,1.005
15-33,15,33,4,1.005
15-41,15,41,4,1.005
15-43,15,43,4,1.005
15-46,15,46,4,1.005
15-47,15,47,4,1.005
15-50,15,50,4,1.005
15-54,15,54,4,1.005
16-19,16,19,4,1.005
16-23,16,23,4,1.005
16-25,16,25,4,1.005
16-32,16,32,4,1.005
16-33,16,33,4,1.005
16-36,16,36,4,1.005
16-49,16,49,4,1.005
16-50,16,50,4,1.005
17-18,17,18,4,1.005
17-19,17,19,4,1.005
17-29,17,29,4,1.005
17-32,17,32,4,1.005
17-37,17,37,4,1.005
17-38,17,38,4,1.005
17-40,17,40,4,1.005
17-43,17,43,4,1.005
17-44,17,44,4,1.005
17-45,17,45,4,1.005
17-47,17,47,4,1.005
17-49,17,49,4,1.005
17-51,17,51,4,1.005
17-58,17,58,4,1.005
18-37,18,37,4,1.005
18-39,18,39,4,1.005
18-45,18,45,4,1.005
18-46,18,46,4,1.005
18-49,18,49,4,1.005
19-25,19,25,4,1.005
19-36,19,36,4,1.005
19-42,19,42,4,1.005
19-43,19,43,4,1.005
19-53,19,53,4,1.005
20-21,20,21,4,1.005
20-24,20,24,4,1.005
20-27,20,27,4,1.005
20-31,20,31,4,1.005
20-35,20,35,4,1.005
20-38,20,38,4,1.005
20-39,20,39,4,1.005
20-42,20,42,4,1.005
20-44,20,44,4,1.005
20-47,20,47,4,1.005
20-53,20,53,4,1.005
21-28,21,28,4,1.005
21-30,21,30,4,1.005
21-45,21,45,4,1.005
22-26,22,26,4,1.005
22-27,22,27,4,1.005
22-29,22,29,4,1.005
22-31,22,31,4,1.005
22-32,22,32,4,1.005
22-33,22,33,4,1.005
22-37,22,37,4,1.005
22-48,22,48,4,1.005
22-51,22,51,4,1.005
22-52,22,52,4,1.005
22-53,22,53,4,1.005
23-32,23,32,4,1.005
23-34,23,34,4,1.005
23-44,23,44,4,1.005
23-45,23,45,4,1.005
23-48,23,48,4,1.005
23-50,23,50,4,1.005
23-55,23,55,4,1.005
23-58,23,58,4,1.005
24-41,24,41,4,1.005
24-44,24,44,4,1.005
24-46,24,46,4,1.005
24-53,24,53,4,1.005
25-35,25,35,4,1.005
25-41,25,41,4,1.005
25-47,25,47,4,1.005
25-56,25,56,4,1.005
26-29,26,29,4,1.005
26-42,26,42,4,1.005
26-46,26,46,4,1.005
26-48,26,48,4,1.005
26-49,26,49,4,1.005
26-57,26,57,4,1.005
27-32,27,32,4,1.005
27-36,27,36,4,1.005
27-40,27,40,4,1.005
27-41,27,41,4,1.005
27-42,27,42,4,1.005
27-48,27,48,4,1.005
27-50,27,50,4,1.005
27-54,27,54,4,1.005
27-57,27,57,4,1.005
28-29,28,29,4,1.005
28-30,28,30,4,1.005
28-32,28,32,4,1.005
28-35,28,35,4,1.005
28-38,28,38,4,1.005
28-42,28,42,4,1.005
28-43,28,43,4,1.005
28-44,28,44,4,1.005
29-30,29,30,4,1.005
29-45,29,45,4,1.005
29-53,29,53,4,1.005
29-55,29,55,4,1.005
30-52,30,52,4,1.005
30-53,30,53,4,1.005
30-58,30,58,4,1.005
31-34,31,34,4,1.005
31-40,31,40,4,1.005
31-43,31,43,4,1.005
31-45,31,45,4,1.005
31-50,31,50,4,1.005
32-33,32,33,4,1.005
32-37,32,37,4,1.005
32-39,32,39,4,1.005
32-44,32,44,4,1.005
32-47,32,47,4,1.005
32-52,32,52,4,1.005
33-46,33,46,4,1.005
33-58,33,58,4,1.005
34-40,34,40,4,1.005
34-50,34,50,4,1.005
34-57,34,57,4,1.005
34-58,34,58,4,1.005
35-41,35,41,4,1.005
35-56,35,56,4,1.005
36-37,36,37,4,1.005
36-51,36,51,4,1.005
37-38,37,38,4,1.005
37-40,37,40,4,1.005
37-47,37,47,4,1.005
37-49,37,49,4,1.005
37-56,37,56,4,1.005
38-39,38,39,4,1.005
38-40,38,40,4,1.005
38-44,38,44,4,1.005
38-58,38,58,4,1.005
39-46,39,46,4,1.005
39-48,39,48,4,1.005
39-56,39,56,4,1.005
40-42,40,42,4,1.005
40-43,40,43,4,1.005
40-49,40,49,4,1.005
40-52,40,52,4,1.005
40-54,40,54,4,1.005
40-56,40,56,4,1.005
41-42,41,42,4,1.005
41-50,41,50,4,1.005
41-57,41,57,4,1.005
42-45,42,45,4,1.005
42-47,42,47,4,1.005
42-55,42,55,4,1.005
42-57,42,57,4,1.005
44-46,44,46,4,1.005
44-50,44,50,4,1.005
44-57,44,57,4,1.005
45-46,45,46,4,1.005
45-48,45,48,4,1.005
45-58,45,58,4,1.005
46-49,46,49,4,1.005
46-58,46,58,4,1.005
47-53,47,53,4,1.005
47-54,47,54,4,1.005
48-50,48,50,4,1.005
48-52,48,52,4,1.005
48-58,48,58,4,1.005
50-52,50,52,4,1.005
51-58,51,58,4,1.005
52-55,52,55,4,1.005
52-58,52,58,4,1.005
56-57,56,57,4,1.005
01-05,01,05,3,0.7538
01-10,01,10,3,0.7538
01-15,01,15,3,0.7538
01-23,01,23,3,0.7538
01-25,01,25,3,0.7538
01-29,01,29,3,0.7538
01-39,01,39,3,0.7538
01-41,01,41,3,0.7538
01-55,01,55,3,0.7538
02-03,02,03,3,0.7538
02-13,02,13,3,0.7538
02-14,02,14,3,0.7538
02-16,02,16,3,0.7538
02-20,02,20,3,0.7538
02-22,02,22,3,0.7538
02-29,02,29,3,0.7538
02-31,02,31,3,0.7538
02-32,02,32,3,0.7538
02-41,02,41,3,0.7538
03-04,03,04,3,0.7538
03-07,03,07,3,0.7538
03-17,03,17,3,0.7538
03-20,03,20,3,0.7538
03-23,03,23,3,0.7538
03-31,03,31,3,0.7538
03-32,03,32,3,0.7538
03-40,03,40,3,0.7538
03-46,03,46,3,0.7538
03-47,03,47,3,0.7538
03-53,03,53,3,0.7538
04-11,04,11,3,0.7538
04-21,04,21,3,0.7538
04-23,04,23,3,0.7538
04-25,04,25,3,0.7538
04-30,04,30,3,0.7538
04-31,04,31,3,0.7538
04-33,04,33,3,0.7538
04-37,04,37,3,0.7538
04-42,04,42,3,0.7538
04-44,04,44,3,0.7538
04-45,04,45,3,0.7538
04-48,04,48,3,0.7538
04-52,04,52,3,0.7538
04-56,04,56,3,0.7538
04-58,04,58,3,0.7538
05-06,05,06,3,0.7538
05-08,05,08,3,0.7538
05-12,05,12,3,0.7538
05-15,05,15,3,0.7538
05-28,05,28,3,0.7538
05-31,05,31,3,0.7538
05-40,05,40,3,0.7538
05-42,05,42,3,0.7538
05-46,05,46,3,0.7538
05-49,05,49,3,0.7538
05-53,05,53,3,0.7538
05-55,05,55,3,0.7538
05-58,05,58,3,0.7538
06-07,06,07,3,0.7538
06-10,06,10,3,0.7538
06-16,06,16,3,0.7538
06-23,06,23,3,0.7538
06-35,06,35,3,0.7538
06-39,06,39,3,0.7538
06-47,06,47,3,0.7538
06-52,06,52,3,0.7538
06-56,06,56,3,0.7538
06-57,06,57,3,0.7538
07-10,07,10,3,0.7538
07-11,07,11,3,0.7538
07-19,07,19,3,0.7538
07-20,07,20,3,0.7538
07-30,07,30,3,0.7538
07-55,07,55,3,0.7538
08-09,08,09,3,0.7538
08-13,08,13,3,0.7538
08-14,08,14,3,0.7538
08-15,08,15,3,0.7538
08-17,08,17,3,0.7538
08-25,08,25,3,0.7538
08-27,08,27,3,0.7538
08-28,08,28,3,0.7538
08-31,08,31,3,0.7538
08-37,08,37,3,0.7538
08-38,08,38,3,0.7538
08-46,08,46,3,0.7538
08-48,08,48,3,0.7538
08-52,08,52,3,0.7538
08-56,08,56,3,0.7538
09-13,09,13,3,0.7538
09-15,09,15,3,0.7538
09-20,09,20,3,0.7538
09-26,09,26,3,0.7538
09-28,09,28,3,0.7538
09-35,09,35,3,0.7538
09-43,09,43,3,0.7538
09-55,09,55,3,0.7538
09-57,09,57,3,0.7538
09-58,09,58,3,0.7538
10-11,10,11,3,0.7538
10-16,10,16,3,0.7538
10-19,10,19,3,0.7538
10-26,10,26,3,0.7538
10-31,10,31,3,0.7538
10-36,10,36,3,0.7538
10-37,10,37,3,0.7538
10-38,10,38,3,0.7538
10-39,10,39,3,0.7538
10-45,10,45,3,0.7538
10-50,10,50,3,0.7538
10-51,10,51,3,0.7538
11-15,11,15,3,0.7538
11-26,11,26,3,0.7538
11-27,11,27,3,0.7538
11-34,11,34,3,0.7538
11-38,11,38,3,0.7538
11-39,11,39,3,0.7538
11-41,11,41,3,0.7538
11-46,11,46,3,0.7538
11-55,11,55,3,0.7538
12-33,12,33,3,0.7538
12-35,12,35,3,0.7538
12-38,12,38,3,0.7538
12-39,12,39,3,0.7538
12-45,12,45,3,0.7538
12-48,12,48,3,0.7538
13-16,13,16,3,0.7538
13-17,13,17,3,0.7538
13-21,13,21,3,0.7538
13-22,13,22,3,0.7538
13-23,13,23,3,0.7538
13-28,13,28,3,0.7538
13-29,13,29,3,0.7538
13-31,13,31,3,0.7538
13-42,13,42,3,0.7538
13-53,13,53,3,0.7538
14-16,14,16,3,0.7538
14-20,14,20,3,0.7538
14-23,14,23,3,0.7538
