draw_index,draw_date,draw_time,position,number
27,2024-02-26,21:00,5,48
27,2024-02-26,21:00,6,8
28,2024-02-28,21:00,1,49
28,2024-02-28,21:00,2,37
28,2024-02-28,21:00,3,51
28,2024-02-28,21:00,4,36
28,2024-02-28,21:00,5,50
28,2024-02-28,21:00,6,10
29,2024-03-02,21:00,1,32
29,2024-03-02,21:00,2,25
29,2024-03-02,21:00,3,16
29,2024-03-02,21:00,4,36
29,2024-03-02,21:00,5,33
29,2024-03-02,21:00,6,29
30,2024-03-04,21:00,1,7
30,2024-03-04,21:00,2,31
30,2024-03-04,21:00,3,49
30,2024-03-04,21:00,4,33
30,2024-03-04,21:00,5,32
30,2024-03-04,21:00,6,40
31,2024-03-06,21:00,1,24
31,2024-03-06,21:00,2,22
31,2024-03-06,21:00,3,20
31,2024-03-06,21:00,4,5
31,2024-03-06,21:00,5,25
31,2024-03-06,21:00,6,28
32,2024-03-09,21:00,1,22
32,2024-03-09,21:00,2,55
32,2024-03-09,21:00,3,24
32,2024-03-09,21:00,4,48
32,2024-03-09,21:00,5,44
32,2024-03-09,21:00,6,43
33,2024-03-11,21:00,1,53
33,2024-03-11,21:00,2,39
33,2024-03-11,21:00,3,30
33,2024-03-11,21:00,4,54
33,2024-03-11,21:00,5,11
33,2024-03-11,21:00,6,40
34,2024-03-13,21:00,1,13
34,2024-03-13,21:00,2,42
34,2024-03-13,21:00,3,35
34,2024-03-13,21:00,4,27
34,2024-03-13,21:00,5,33
34,2024-03-13,21:00,6,30
35,2024-03-16,21:00,1,26
35,2024-03-16,21:00,2,1
35,2024-03-16,21:00,3,10
35,2024-03-16,21:00,4,35
35,2024-03-16,21:00,5,12
35,2024-03-16,21:00,6,18
36,2024-03-18,21:00,1,13
36,2024-03-18,21:00,2,41
36,2024-03-18,21:00,3,5
36,2024-03-18,21:00,4,50
36,2024-03-18,21:00,5,49
36,2024-03-18,21:00,6,54
37,2024-03-20,21:00,1,33
37,2024-03-20,21:00,2,51
37,2024-03-20,21:00,3,42
37,2024-03-20,21:00,4,20
37,2024-03-20,21:00,5,47
37,2024-03-20,21:00,6,46
38,2024-03-23,21:00,1,40
38,2024-03-23,21:00,2,36
38,2024-03-23,21:00,3,35
38,2024-03-23,21:00,4,26
38,2024-03-23,21:00,5,3
38,2024-03-23,21:00,6,37
39,2024-03-25,21:00,1,12
39,2024-03-25,21:00,2,49
39,2024-03-25,21:00,3,14
39,2024-03-25,21:00,4,40
39,2024-03-25,21:00,5,54
39,2024-03-25,21:00,6,31
40,2024-03-27,21:00,1,15
40,2024-03-27,21:00,2,2
40,2024-03-27,21:00,3,6
40,2024-03-27,21:00,4,52
40,2024-03-27,21:00,5,19
40,2024-03-27,21:00,6,24
41,2024-04-01,21:00,1,17
41,2024-04-01,21:00,2,52
41,2024-04-01,21:00,3,37
41,2024-04-01,21:00,4,43
41,2024-04-01,21:00,5,38
41,2024-04-01,21:00,6,11
42,2024-04-03,21:00,1,45
42,2024-04-03,21:00,2,18
42,2024-04-03,21:00,3,30
42,2024-04-03,21:00,4,23
42,2024-04-03,21:00,5,11
42,2024-04-03,21:00,6,14
43,2024-04-06,21:00,1,42
43,2024-04-06,21:00,2,53
43,2024-04-06,21:00,3,37
43,2024-04-06,21:00,4,30
43,2024-04-06,21:00,5,29
43,2024-04-06,21:00,6,21
44,2024-04-08,21:00,1,4
44,2024-04-08,21:00,2,35
44,2024-04-08,21:00,3,45
44,2024-04-08,21:00,4,32
44,2024-04-08,21:00,5,13
44,2024-04-08,21:00,6,15
45,2024-04-10,21:00,1,9
45,2024-04-10,21:00,2,37
45,2024-04-10,21:00,3,24
45,2024-04-10,21:00,4,23
45,2024-04-10,21:00,5,7
45,2024-04-10,21:00,6,52
46,2024-04-13,21:00,1,17
46,2024-04-13,21:00,2,26
46,2024-04-13,21:00,3,30
46,2024-04-13,21:00,4,39
46,2024-04-13,21:00,5,14
46,2024-04-13,21:00,6,7
47,2024-04-15,21:00,1,4
47,2024-04-15,21:00,2,16
47,2024-04-15,21:00,3,54
47,2024-04-15,21:00,4,34
47,2024-04-15,21:00,5,23
47,2024-04-15,21:00,6,29
48,2024-04-17,21:00,1,23
48,2024-04-17,21:00,2,2
48,2024-04-17,21:00,3,37
48,2024-04-17,21:00,4,16
48,2024-04-17,21:00,5,11
48,2024-04-17,21:00,6,32
49,2024-04-20,21:00,1,46
49,2024-04-20,21:00,2,1
49,2024-04-20,21:00,3,6
49,2024-04-20,21:00,4,40
49,2024-04-20,21:00,5,27
49,2024-04-20,21:00,6,35
50,2024-04-22,21:00,1,51
50,2024-04-22,21:00,2,9
50,2024-04-22,21:00,3,47
50,2024-04-22,21:00,4,41
50,2024-04-22,21:00,5,40
50,2024-04-22,21:00,6,4
51,2024-04-24,21:00,1,30
51,2024-04-24,21:00,2,43
51,2024-04-24,21:00,3,55
51,2024-04-24,21:00,4,41
51,2024-04-24,21:00,5,50
51,2024-04-24,21:00,6,37
52,2024-04-27,21:00,1,45
52,2024-04-27,21:00,2,54
52,2024-04-27,21:00,3,9
52,2024-04-27,21:00,4,31
52,2024-04-27,21:00,5,47
52,2024-04-27,21:00,6,8
53,2024-04-29,21:00,1,29
53,2024-04-29,21:00,2,32
53,2024-04-29,21:00,3,19
53,2024-04-29,21:00,4,47
53,2024-04-29,21:00,5,30
53,2024-04-29,21:00,6,2
54,2024-05-01,21:00,1,45
54,2024-05-01,21:00,2,16
54,2024-05-01,21:00,3,42
54,2024-05-01,21:00,4,41
54,2024-05-01,21:00,5,50
54,2024-05-01,21:00,6,1
55,2024-05-04,21:00,1,48
55,2024-05-04,21:00,2,41
55,2024-05-04,21:00,3,4
55,2024-05-04,21:00,4,40
55,2024-05-04,21:00,5,24
55,2024-05-04,21:00,6,43
56,2024-05-06,21:00,1,36
56,2024-05-06,21:00,2,52
56,2024-05-06,21:00,3,29
56,2024-05-06,21:00,4,24
56,2024-05-06,21:00,5,28
56,2024-05-06,21:00,6,42
57,2024-05-08,21:00,1,1
57,2024-05-08,21:00,2,39
57,2024-05-08,21:00,3,28
57,2024-05-08,21:00,4,20
57,2024-05-08,21:00,5,7
57,2024-05-08,21:00,6,27
58,2024-05-11,21:00,1,13
58,2024-05-11,21:00,2,39
58,2024-05-11,21:00,3,5
58,2024-05-11,21:00,4,33
58,2024-05-11,21:00,5,35
58,2024-05-11,21:00,6,11
59,2024-05-13,21:00,1,11
59,2024-05-13,21:00,2,21
59,2024-05-13,21:00,3,29
59,2024-05-13,21:00,4,4
59,2024-05-13,21:00,5,53
59,2024-05-13,21:00,6,31
60,2024-05-15,21:00,1,49
60,2024-05-15,21:00,2,53
60,2024-05-15,21:00,3,26
60,2024-05-15,21:00,4,41
60,2024-05-15,21:00,5,3
60,2024-05-15,21:00,6,17
61,2024-05-18,21:00,1,8
61,2024-05-18,21:00,2,16
61,2024-05-18,21:00,3,25
61,2024-05-18,21:00,4,44
61,2024-05-18,21:00,5,6
61,2024-05-18,21:00,6,34
62,2024-05-20,21:00,1,17
62,2024-05-20,21:00,2,1
62,2024-05-20,21:00,3,34
62,2024-05-20,21:00,4,6
62,2024-05-20,21:00,5,50
62,2024-05-20,21:00,6,45
63,2024-05-22,21:00,1,27
63,2024-05-22,21:00,2,29
63,2024-05-22,21:00,3,14
63,2024-05-22,21:00,4,24
63,2024-05-22,21:00,5,41
63,2024-05-22,21:00,6,20
64,2024-05-25,21:00,1,49
64,2024-05-25,21:00,2,43
64,2024-05-25,21:00,3,26
64,2024-05-25,21:00,4,3
64,2024-05-25,21:00,5,21
64,2024-05-25,21:00,6,50
65,2024-05-27,21:00,1,13
65,2024-05-27,21:00,2,53
65,2024-05-27,21:00,3,24
65,2024-05-27,21:00,4,51
65,2024-05-27,21:00,5,38
65,2024-05-27,21:00,6,31
66,2024-05-29,21:00,1,19
66,2024-05-29,21:00,2,39
66,2024-05-29,21:00,3,20
66,2024-05-29,21:00,4,24
66,2024-05-29,21:00,5,25
66,2024-05-29,21:00,6,27
67,2024-06-01,21:00,1,36
67,2024-06-01,21:00,2,50
67,2024-06-01,21:00,3,29
67,2024-06-01,21:00,4,2
67,2024-06-01,21:00,5,13
67,2024-06-01,21:00,6,46
68,2024-06-03,21:00,1,35
68,2024-06-03,21:00,2,54
68,2024-06-03,21:00,3,5
68,2024-06-03,21:00,4,41
68,2024-06-03,21:00,5,6
68,2024-06-03,21:00,6,22
69,2024-06-05,21:00,1,49
69,2024-06-05,21:00,2,29
69,2024-06-05,21:00,3,45
69,2024-06-05,21:00,4,35
69,2024-06-05,21:00,5,8
69,2024-06-05,21:00,6,11
70,2024-06-08,21:00,1,16
70,2024-06-08,21:00,2,34
70,2024-06-08,21:00,3,24
70,2024-06-08,21:00,4,15
70,2024-06-08,21:00,5,11
70,2024-06-08,21:00,6,21
71,2024-06-10,21:00,1,35
71,2024-06-10,21:00,2,6
71,2024-06-10,21:00,3,4
71,2024-06-10,21:00,4,32
71,2024-06-10,21:00,5,48
71,2024-06-10,21:00,6,28
72,2024-06-12,21:00,1,25
72,2024-06-12,21:00,2,21
72,2024-06-12,21:00,3,23
72,2024-06-12,21:00,4,10
72,2024-06-12,21:00,5,36
72,2024-06-12,21:00,6,42
73,2024-06-15,21:00,1,42
73,2024-06-15,21:00,2,16
73,2024-06-15,21:00,3,24
73,2024-06-15,21:00,4,7
73,2024-06-15,21:00,5,12
73,2024-06-15,21:00,6,31
74,2024-06-17,21:00,1,41
74,2024-06-17,21:00,2,37
74,2024-06-17,21:00,3,29
74,2024-06-17,21:00,4,36
74,2024-06-17,21:00,5,49
74,2024-06-17,21:00,6,4
75,2024-06-19,21:00,1,17
75,2024-06-19,21:00,2,45
75,2024-06-19,21:00,3,10
75,2024-06-19,21:00,4,6
75,2024-06-19,21:00,5,47
75,2024-06-19,21:00,6,44
76,2024-06-22,21:00,1,8
76,2024-06-22,21:00,2,3
76,2024-06-22,21:00,3,9
76,2024-06-22,21:00,4,46
76,2024-06-22,21:00,5,41
76,2024-06-22,21:00,6,38
77,2024-06-24,21:00,1,3
77,2024-06-24,21:00,2,4
77,2024-06-24,21:00,3,29
77,2024-06-24,21:00,4,49
77,2024-06-24,21:00,5,30
77,2024-06-24,21:00,6,8
78,2024-06-26,21:00,1,13
78,2024-06-26,21:00,2,41
78,2024-06-26,21:00,3,22
78,2024-06-26,21:00,4,52
78,2024-06-26,21:00,5,17
78,2024-06-26,21:00,6,20
79,2024-06-29,21:00,1,51
79,2024-06-29,21:00,2,43
79,2024-06-29,21:00,3,4
79,2024-06-29,21:00,4,6
79,2024-06-29,21:00,5,12
79,2024-06-29,21:00,6,48
80,2024-07-01,21:00,1,28
80,2024-07-01,21:00,2,9
80,2024-07-01,21:00,3,21
80,2024-07-01,21:00,4,30
80,2024-07-01,21:00,5,23
80,2024-07-01,21:00,6,46
81,2024-07-03,21:00,1,43
81,2024-07-03,21:00,2,51
81,2024-07-03,21:00,3,52
81,2024-07-03,21:00,4,44
81,2024-07-03,21:00,5,29
81,2024-07-03,21:00,6,47
82,2024-07-06,21:00,1,53
82,2024-07-06,21:00,2,11
82,2024-07-06,21:00,3,20
82,2024-07-06,21:00,4,4
82,2024-07-06,21:00,5,19
82,2024-07-06,21:00,6,51
83,2024-07-08,21:00,1,34
83,2024-07-08,21:00,2,22
83,2024-07-08,21:00,3,46
83,2024-07-08,21:00,4,43
83,2024-07-08,21:00,5,33
83,2024-07-08,21:00,6,28
84,2024-07-10,21:00,1,41
84,2024-07-10,21:00,2,8
84,2024-07-10,21:00,3,46
84,2024-07-10,21:00,4,35
84,2024-07-10,21:00,5,20
84,2024-07-10,21:00,6,30
85,2024-07-13,21:00,1,45
85,2024-07-13,21:00,2,37
85,2024-07-13,21:00,3,23
85,2024-07-13,21:00,4,55
85,2024-07-13,21:00,5,32
85,2024-07-13,21:00,6,21
86,2024-07-15,21:00,1,10
86,2024-07-15,21:00,2,35
86,2024-07-15,21:00,3,9
86,2024-07-15,21:00,4,8
86,2024-07-15,21:00,5,21
86,2024-07-15,21:00,6,28
87,2024-07-17,21:00,1,25
87,2024-07-17,21:00,2,44
87,2024-07-17,21:00,3,43
87,2024-07-17,21:00,4,34
87,2024-07-17,21:00,5,40
87,2024-07-17,21:00,6,3
88,2024-07-20,21:00,1,33
88,2024-07-20,21:00,2,21
88,2024-07-20,21:00,3,40
88,2024-07-20,21:00,4,42
88,2024-07-20,21:00,5,52
88,2024-07-20,21:00,6,37
89,2024-07-22,21:00,1,16
89,2024-07-22,21:00,2,27
89,2024-07-22,21:00,3,7
89,2024-07-22,21:00,4,25
89,2024-07-22,21:00,5,54
89,2024-07-22,21:00,6,30
90,2024-07-24,21:00,1,2
90,2024-07-24,21:00,2,3
90,2024-07-24,21:00,3,4
90,2024-07-24,21:00,4,16
90,2024-07-24,21:00,5,44
90,2024-07-24,21:00,6,40
91,2024-07-27,21:00,1,39
91,2024-07-27,21:00,2,43
91,2024-07-27,21:00,3,41
91,2024-07-27,21:00,4,16
91,2024-07-27,21:00,5,25
91,2024-07-27,21:00,6,45
92,2024-07-29,21:00,1,22
92,2024-07-29,21:00,2,5
92,2024-07-29,21:00,3,52
92,2024-07-29,21:00,4,46
92,2024-07-29,21:00,5,23
92,2024-07-29,21:00,6,35
93,2024-07-31,21:00,1,32
93,2024-07-31,21:00,2,42
93,2024-07-31,21:00,3,36
93,2024-07-31,21:00,4,23
93,2024-07-31,21:00,5,48
93,2024-07-31,21:00,6,37
94,2024-08-03,21:00,1,28
94,2024-08-03,21:00,2,4
94,2024-08-03,21:00,3,49
94,2024-08-03,21:00,4,35
94,2024-08-03,21:00,5,30
94,2024-08-03,21:00,6,1
95,2024-08-05,21:00,1,16
95,2024-08-05,21:00,2,20
95,2024-08-05,21:00,3,35
95,2024-08-05,21:00,4,39
95,2024-08-05,21:00,5,51
95,2024-08-05,21:00,6,53
96,2024-08-07,21:00,1,47
96,2024-08-07,21:00,2,40
96,2024-08-07,21:00,3,24
96,2024-08-07,21:00,4,29
96,2024-08-07,21:00,5,16
96,2024-08-07,21:00,6,13
97,2024-08-10,21:00,1,35
97,2024-08-10,21:00,2,49
97,2024-08-10,21:00,3,52
97,2024-08-10,21:00,4,38
97,2024-08-10,21:00,5,55
97,2024-08-10,21:00,6,13
98,2024-08-12,21:00,1,10
98,2024-08-12,21:00,2,53
98,2024-08-12,21:00,3,6
98,2024-08-12,21:00,4,34
98,2024-08-12,21:00,5,42
98,2024-08-12,21:00,6,8
99,2024-08-14,21:00,1,5
99,2024-08-14,21:00,2,4
99,2024-08-14,21:00,3,26
99,2024-08-14,21:00,4,3
99,2024-08-14,21:00,5,20
99,2024-08-14,21:00,6,30
100,2024-08-17,21:00,1,25
100,2024-08-17,21:00,2,27
100,2024-08-17,21:00,3,28
100,2024-08-17,21:00,4,35
100,2024-08-17,21:00,5,29
100,2024-08-17,21:00,6,53
101,2024-08-19,21:00,1,52
101,2024-08-19,21:00,2,36
101,2024-08-19,21:00,3,31
101,2024-08-19,21:00,4,21
101,2024-08-19,21:00,5,1
101,2024-08-19,21:00,6,53
102,2024-08-21,21:00,1,11
102,2024-08-21,21:00,2,46
102,2024-08-21,21:00,3,43
102,2024-08-21,21:00,4,38
102,2024-08-21,21:00,5,18
102,2024-08-21,21:00,6,45
103,2024-08-24,21:00,1,44
103,2024-08-24,21:00,2,16
103,2024-08-24,21:00,3,40
103,2024-08-24,21:00,4,13
103,2024-08-24,21:00,5,42
103,2024-08-24,21:00,6,15
104,2024-08-26,21:00,1,16
104,2024-08-26,21:00,2,45
104,2024-08-26,21:00,3,27
104,2024-08-26,21:00,4,39
104,2024-08-26,21:00,5,38
104,2024-08-26,21:00,6,9
105,2024-08-28,21:00,1,33
105,2024-08-28,21:00,2,21
105,2024-08-28,21:00,3,37
105,2024-08-28,21:00,4,40
105,2024-08-28,21:00,5,49
105,2024-08-28,21:00,6,50
106,2024-08-31,21:00,1,3
106,2024-08-31,21:00,2,51
106,2024-08-31,21:00,3,1
106,2024-08-31,21:00,4,11
106,2024-08-31,21:00,5,16
106,2024-08-31,21:00,6,10
107,2024-09-02,21:00,1,8
107,2024-09-02,21:00,2,50
107,2024-09-02,21:00,3,44
107,2024-09-02,21:00,4,40
107,2024-09-02,21:00,5,7
107,2024-09-02,21:00,6,13
108,2024-09-04,21:00,1,32
108,2024-09-04,21:00,2,45
108,2024-09-04,21:00,3,7
108,2024-09-04,21:00,4,22
108,2024-09-04,21:00,5,17
108,2024-09-04,21:00,6,3
109,2024-09-07,21:00,1,31
109,2024-09-07,21:00,2,3
109,2024-09-07,21:00,3,17
109,2024-09-07,21:00,4,47
109,2024-09-07,21:00,5,24
109,2024-09-07,21:00,6,20
110,2024-09-09,21:00,1,41
110,2024-09-09,21:00,2,34
110,2024-09-09,21:00,3,23
110,2024-09-09,21:00,4,9
110,2024-09-09,21:00,5,45
110,2024-09-09,21:00,6,27
111,2024-09-11,21:00,1,15
111,2024-09-11,21:00,2,9
111,2024-09-11,21:00,3,30
111,2024-09-11,21:00,4,52
111,2024-09-11,21:00,5,49
111,2024-09-11,21:00,6,14
112,2024-09-14,21:00,1,21
112,2024-09-14,21:00,2,34
112,2024-09-14,21:00,3,26
112,2024-09-14,21:00,4,6
112,2024-09-14,21:00,5,44
112,2024-09-14,21:00,6,27
113,2024-09-16,21:00,1,22
113,2024-09-16,21:00,2,9
113,2024-09-16,21:00,3,5
113,2024-09-16,21:00,4,21
113,2024-09-16,21:00,5,37
113,2024-09-16,21:00,6,30
114,2024-09-18,21:00,1,2
114,2024-09-18,21:00,2,15
114,2024-09-18,21:00,3,45
114,2024-09-18,21:00,4,31
114,2024-09-18,21:00,5,19
114,2024-09-18,21:00,6,24
115,2024-09-21,21:00,1,6
115,2024-09-21,21:00,2,20
115,2024-09-21,21:00,3,5
115,2024-09-21,21:00,4,28
115,2024-09-21,21:00,5,29
115,2024-09-21,21:00,6,10
116,2024-09-23,21:00,1,13
116,2024-09-23,21:00,2,10
116,2024-09-23,21:00,3,12
116,2024-09-23,21:00,4,52
116,2024-09-23,21:00,5,40
116,2024-09-23,21:00,6,33
117,2024-09-25,21:00,1,30
117,2024-09-25,21:00,2,34
117,2024-09-25,21:00,3,27
117,2024-09-25,21:00,4,39
117,2024-09-25,21:00,5,2
117,2024-09-25,21:00,6,38
118,2024-09-28,21:00,1,46
118,2024-09-28,21:00,2,45
118,2024-09-28,21:00,3,12
118,2024-09-28,21:00,4,22
118,2024-09-28,21:00,5,41
118,2024-09-28,21:00,6,13
119,2024-09-30,21:00,1,28
119,2024-09-30,21:00,2,42
119,2024-09-30,21:00,3,4
119,2024-09-30,21:00,4,55
119,2024-09-30,21:00,5,45
119,2024-09-30,21:00,6,39
120,2024-10-02,21:00,1,55
120,2024-10-02,21:00,2,9
120,2024-10-02,21:00,3,2
120,2024-10-02,21:00,4,21
120,2024-10-02,21:00,5,26
120,2024-10-02,21:00,6,8
121,2024-10-05,21:00,1,10
121,2024-10-05,21:00,2,28
121,2024-10-05,21:00,3,3
121,2024-10-05,21:00,4,53
121,2024-10-05,21:00,5,41
121,2024-10-05,21:00,6,20
122,2024-10-07,21:00,1,54
122,2024-10-07,21:00,2,12
122,2024-10-07,21:00,3,33
122,2024-10-07,21:00,4,31
122,2024-10-07,21:00,5,2
122,2024-10-07,21:00,6,10
123,2024-10-09,21:00,1,4
123,2024-10-09,21:00,2,34
123,2024-10-09,21:00,3,48
123,2024-10-09,21:00,4,9
123,2024-10-09,21:00,5,19
123,2024-10-09,21:00,6,41
124,2024-10-12,21:00,1,5
124,2024-10-12,21:00,2,43
124,2024-10-12,21:00,3,40
124,2024-10-12,21:00,4,25
124,2024-10-12,21:00,5,27
124,2024-10-12,21:00,6,36
125,2024-10-14,21:00,1,17
125,2024-10-14,21:00,2,52
125,2024-10-14,21:00,3,6
125,2024-10-14,21:00,4,1
125,2024-10-14,21:00,5,43
125,2024-10-14,21:00,6,5
126,2024-10-16,21:00,1,35
126,2024-10-16,21:00,2,45
126,2024-10-16,21:00,3,26
126,2024-10-16,21:00,4,17
126,2024-10-16,21:00,5,7
126,2024-10-16,21:00,6,51
127,2024-10-19,21:00,1,55
127,2024-10-19,21:00,2,46
127,2024-10-19,21:00,3,20
127,2024-10-19,21:00,4,44
127,2024-10-19,21:00,5,23
127,2024-10-19,21:00,6,42
128,2024-10-21,21:00,1,49
128,2024-10-21,21:00,2,39
128,2024-10-21,21:00,3,26
128,2024-10-21,21:00,4,10
128,2024-10-21,21:00,5,36
128,2024-10-21,21:00,6,53
129,2024-10-23,21:00,1,39
129,2024-10-23,21:00,2,5
129,2024-10-23,21:00,3,20
129,2024-10-23,21:00,4,11
129,2024-10-23,21:00,5,47
129,2024-10-23,21:00,6,1
130,2024-10-26,21:00,1,20
130,2024-10-26,21:00,2,51
130,2024-10-26,21:00,3,17
130,2024-10-26,21:00,4,31
130,2024-10-26,21:00,5,45
130,2024-10-26,21:00,6,50
131,2024-10-28,21:00,1,12
131,2024-10-28,21:00,2,6
131,2024-10-28,21:00,3,48
131,2024-10-28,21:00,4,35
131,2024-10-28,21:00,5,14
131,2024-10-28,21:00,6,39
132,2024-10-30,21:00,1,53
132,2024-10-30,21:00,2,16
132,2024-10-30,21:00,3,47
132,2024-10-30,21:00,4,21
132,2024-10-30,21:00,5,7
132,2024-10-30,21:00,6,40
133,2024-11-02,21:00,1,26
133,2024-11-02,21:00,2,48
133,2024-11-02,21:00,3,12
133,2024-11-02,21:00,4,50
133,2024-11-02,21:00,5,52
133,2024-11-02,21:00,6,10
134,2024-11-04,21:00,1,26
134,2024-11-04,21:00,2,14
134,2024-11-04,21:00,3,30
134,2024-11-04,21:00,4,54
134,2024-11-04,21:00,5,40
134,2024-11-04,21:00,6,23
135,2024-11-06,21:00,1,4
135,2024-11-06,21:00,2,2
135,2024-11-06,21:00,3,35
135,2024-11-06,21:00,4,23
135,2024-11-06,21:00,5,42
135,2024-11-06,21:00,6,3
136,2024-11-09,21:00,1,52
136,2024-11-09,21:00,2,29
136,2024-11-09,21:00,3,40
136,2024-11-09,21:00,4,42
136,2024-11-09,21:00,5,16
136,2024-11-09,21:00,6,55
137,2024-11-27,21:00,1,25
137,2024-11-27,21:00,2,17
137,2024-11-27,21:00,3,41
137,2024-11-27,21:00,4,34
137,2024-11-27,21:00,5,8
